age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,row_id,segmento_sociodemo,segmento_educacional
35,technician,single,tertiary,False,2012,True,False,,20.0,5.0,413,2,-1,0,,False,4662,adulto soltero,adulto universitario
36,technician,single,tertiary,False,162,True,False,,20.0,5.0,216,2,-1,0,,False,4663,adulto soltero,adulto universitario
31,blue-collar,married,secondary,False,1787,True,False,,20.0,5.0,201,4,-1,0,,False,4666,adulto casado,adulto no universitario
35,technician,married,secondary,False,1387,True,False,,20.0,5.0,114,1,-1,0,,False,4668,adulto casado,adulto no universitario
31,unemployed,married,primary,False,-63,True,False,,20.0,5.0,657,1,-1,0,,False,4669,adulto casado,adulto no universitario
35,management,single,tertiary,False,1423,True,False,,20.0,5.0,88,1,-1,0,,False,4670,adulto soltero,adulto universitario
36,admin.,married,tertiary,False,3127,True,False,,20.0,5.0,147,2,-1,0,,False,4671,adulto casado,adulto universitario
36,technician,single,secondary,False,5436,True,False,,20.0,5.0,443,1,-1,0,,False,4672,adulto soltero,adulto no universitario
30,management,single,tertiary,False,1724,True,False,,20.0,5.0,73,1,-1,0,,False,4673,adulto soltero,adulto universitario
31,blue-collar,married,secondary,False,0,True,False,,20.0,5.0,134,1,-1,0,,False,4674,adulto casado,adulto no universitario
36,blue-collar,married,primary,False,408,True,True,,20.0,5.0,1063,2,-1,0,,True,4676,adulto casado,adulto no universitario
36,management,single,tertiary,False,1373,True,False,,20.0,5.0,144,2,-1,0,,False,4678,adulto soltero,adulto universitario
32,technician,married,,False,196,True,False,,20.0,5.0,196,6,-1,0,,False,4679,adulto casado,otros
39,blue-collar,married,secondary,False,0,True,False,,20.0,5.0,165,2,-1,0,,False,4680,adulto casado,adulto no universitario
38,technician,divorced,secondary,False,273,True,False,,20.0,5.0,314,2,-1,0,,False,4681,otros,adulto no universitario
39,technician,single,secondary,False,1022,True,False,,20.0,5.0,1410,2,-1,0,,True,4683,adulto soltero,adulto no universitario
30,services,single,secondary,False,862,True,True,,20.0,5.0,550,2,-1,0,,False,4684,adulto soltero,adulto no universitario
38,services,married,secondary,False,173,True,False,,20.0,5.0,130,2,-1,0,,False,4685,adulto casado,adulto no universitario
32,services,married,secondary,False,204,True,True,,20.0,5.0,307,3,-1,0,,False,4686,adulto casado,adulto no universitario
37,blue-collar,married,secondary,False,32,True,False,,20.0,5.0,146,2,-1,0,,False,4687,adulto casado,adulto no universitario
31,management,married,tertiary,False,4761,True,False,,20.0,5.0,239,2,-1,0,,False,4688,adulto casado,adulto universitario
36,blue-collar,single,secondary,False,3111,True,False,,20.0,5.0,445,2,-1,0,,False,4691,adulto soltero,adulto no universitario
36,blue-collar,single,secondary,False,2390,True,False,,20.0,5.0,446,12,-1,0,,False,4696,adulto soltero,adulto no universitario
32,management,single,tertiary,False,1131,True,False,,20.0,5.0,267,2,-1,0,,False,4697,adulto soltero,adulto universitario
31,admin.,divorced,secondary,False,1352,True,False,,20.0,5.0,6,2,-1,0,,False,4698,otros,adulto no universitario
33,management,married,tertiary,False,876,False,False,,20.0,5.0,1287,2,-1,0,,False,4700,adulto casado,adulto universitario
31,blue-collar,married,primary,False,855,True,True,,20.0,5.0,172,4,-1,0,,False,4701,adulto casado,adulto no universitario
35,management,single,secondary,True,-202,True,False,,20.0,5.0,268,3,-1,0,,False,4702,adulto soltero,adulto no universitario
32,services,divorced,tertiary,False,376,True,False,,20.0,5.0,102,2,-1,0,,False,4704,otros,adulto universitario
36,blue-collar,married,secondary,False,362,True,False,,20.0,5.0,274,2,-1,0,,False,4707,adulto casado,adulto no universitario
39,technician,married,tertiary,False,602,True,False,,20.0,5.0,191,7,-1,0,,False,4708,adulto casado,adulto universitario
37,blue-collar,married,secondary,False,426,True,False,,20.0,5.0,300,3,-1,0,,False,4709,adulto casado,adulto no universitario
30,blue-collar,married,secondary,False,5143,True,True,,20.0,5.0,236,2,-1,0,,False,4710,adulto casado,adulto no universitario
32,blue-collar,married,primary,False,80,True,False,,20.0,5.0,614,2,-1,0,,False,4711,adulto casado,adulto no universitario
32,blue-collar,married,primary,False,7406,True,False,,20.0,5.0,418,2,-1,0,,False,4713,adulto casado,adulto no universitario
33,unemployed,divorced,secondary,False,1005,True,False,,20.0,5.0,229,2,-1,0,,False,4714,otros,adulto no universitario
39,blue-collar,divorced,secondary,False,226,True,False,,20.0,5.0,221,2,-1,0,,False,4715,otros,adulto no universitario
39,management,single,secondary,False,247,True,False,,20.0,5.0,130,2,-1,0,,False,4716,adulto soltero,adulto no universitario
34,management,single,tertiary,False,1040,True,False,,20.0,5.0,96,2,-1,0,,False,4717,adulto soltero,adulto universitario
36,services,married,secondary,False,183,True,False,,20.0,5.0,103,3,-1,0,,False,4719,adulto casado,adulto no universitario
35,blue-collar,married,,False,4822,True,False,,20.0,5.0,843,2,-1,0,,True,4720,adulto casado,otros
31,blue-collar,single,primary,False,1097,True,False,,20.0,5.0,485,3,-1,0,,False,4722,adulto soltero,adulto no universitario
39,services,married,secondary,False,5731,True,False,,20.0,5.0,175,2,-1,0,,False,4723,adulto casado,adulto no universitario
32,technician,married,secondary,False,3067,True,False,,20.0,5.0,138,2,-1,0,,False,4724,adulto casado,adulto no universitario
35,blue-collar,single,secondary,False,275,True,False,,20.0,5.0,243,2,-1,0,,False,4725,adulto soltero,adulto no universitario
38,blue-collar,married,secondary,False,526,True,False,,20.0,5.0,919,2,-1,0,,False,4726,adulto casado,adulto no universitario
34,blue-collar,married,secondary,False,1831,True,False,,20.0,5.0,203,2,-1,0,,False,4727,adulto casado,adulto no universitario
35,blue-collar,married,secondary,False,514,True,False,,20.0,5.0,247,2,-1,0,,False,4728,adulto casado,adulto no universitario
34,admin.,married,secondary,False,50,True,False,,20.0,5.0,89,2,-1,0,,False,4729,adulto casado,adulto no universitario
34,technician,married,tertiary,False,0,True,False,,20.0,5.0,185,12,-1,0,,False,4730,adulto casado,adulto universitario
30,services,single,secondary,False,432,True,False,,20.0,5.0,340,3,-1,0,,False,4732,adulto soltero,adulto no universitario
32,blue-collar,married,secondary,False,2561,True,False,,20.0,5.0,135,2,-1,0,,False,4733,adulto casado,adulto no universitario
30,technician,single,secondary,False,659,True,False,,20.0,5.0,241,3,-1,0,,False,4734,adulto soltero,adulto no universitario
38,blue-collar,married,primary,False,0,True,True,,20.0,5.0,165,2,-1,0,,False,4735,adulto casado,adulto no universitario
31,blue-collar,married,secondary,False,897,True,False,,20.0,5.0,26,2,-1,0,,False,4736,adulto casado,adulto no universitario
30,unemployed,married,secondary,False,142,True,False,,20.0,5.0,350,4,-1,0,,False,4738,adulto casado,adulto no universitario
32,blue-collar,married,secondary,False,3514,True,False,,20.0,5.0,226,2,-1,0,,False,4740,adulto casado,adulto no universitario
35,admin.,married,secondary,False,190,True,False,,20.0,5.0,47,3,-1,0,,False,4741,adulto casado,adulto no universitario
32,technician,married,tertiary,False,514,True,False,,20.0,5.0,414,2,-1,0,,False,4745,adulto casado,adulto universitario
38,unemployed,married,secondary,False,565,True,False,,20.0,5.0,153,2,-1,0,,False,4746,adulto casado,adulto no universitario
30,blue-collar,single,secondary,False,178,True,False,,20.0,5.0,747,5,-1,0,,False,4748,adulto soltero,adulto no universitario
34,blue-collar,married,,False,1117,True,False,,20.0,5.0,214,1,-1,0,,False,4749,adulto casado,otros
30,technician,divorced,secondary,False,4,True,False,,20.0,5.0,270,1,-1,0,,False,4750,otros,adulto no universitario
38,,married,,False,124,True,False,,20.0,5.0,37,13,-1,0,,False,4751,adulto casado,otros
31,services,single,tertiary,False,1025,False,False,,20.0,5.0,72,3,-1,0,,False,4753,adulto soltero,adulto universitario
38,admin.,married,,False,28,False,False,,20.0,5.0,725,1,-1,0,,False,4755,adulto casado,otros
37,blue-collar,single,,False,3044,True,False,,20.0,5.0,152,1,-1,0,,False,4760,adulto soltero,otros
39,blue-collar,married,primary,False,-197,True,False,,20.0,5.0,204,2,-1,0,,False,4761,adulto casado,adulto no universitario
39,blue-collar,married,,False,1096,False,False,,20.0,5.0,246,3,-1,0,,False,4762,adulto casado,otros
35,blue-collar,married,secondary,False,274,True,False,,20.0,5.0,190,1,-1,0,,False,4764,adulto casado,adulto no universitario
30,blue-collar,married,secondary,False,1445,True,False,,20.0,5.0,140,1,-1,0,,False,4765,adulto casado,adulto no universitario
31,blue-collar,married,secondary,False,3311,True,False,,20.0,5.0,719,1,-1,0,,True,4766,adulto casado,adulto no universitario
32,blue-collar,married,secondary,False,157,True,False,,20.0,5.0,315,1,-1,0,,False,4767,adulto casado,adulto no universitario
30,services,single,,False,347,True,False,,21.0,5.0,225,1,-1,0,,False,4768,adulto soltero,otros
32,management,single,tertiary,False,-345,True,False,,21.0,5.0,74,1,-1,0,,False,4769,adulto soltero,adulto universitario
36,technician,married,secondary,False,8119,False,False,,21.0,5.0,24,1,-1,0,,False,4770,adulto casado,adulto no universitario
34,blue-collar,married,secondary,False,120,True,False,,21.0,5.0,369,1,-1,0,,False,4771,adulto casado,adulto no universitario
39,blue-collar,married,primary,False,5,True,False,,21.0,5.0,167,1,-1,0,,False,4772,adulto casado,adulto no universitario
33,admin.,single,secondary,False,892,True,False,,21.0,5.0,151,1,-1,0,,False,4774,adulto soltero,adulto no universitario
32,technician,married,secondary,False,641,True,False,,21.0,5.0,336,1,-1,0,,False,4775,adulto casado,adulto no universitario
35,blue-collar,married,primary,False,2730,True,False,,21.0,5.0,65,1,-1,0,,False,4776,adulto casado,adulto no universitario
38,blue-collar,married,secondary,False,1663,True,False,,21.0,5.0,93,1,-1,0,,False,4777,adulto casado,adulto no universitario
39,blue-collar,married,primary,False,1966,True,False,,21.0,5.0,181,1,-1,0,,False,4778,adulto casado,adulto no universitario
38,technician,married,tertiary,False,1092,True,False,,21.0,5.0,317,1,-1,0,,False,4780,adulto casado,adulto universitario
33,services,married,tertiary,False,1349,True,False,,21.0,5.0,120,1,-1,0,,False,4781,adulto casado,adulto universitario
34,management,single,tertiary,False,2015,False,False,,21.0,5.0,388,1,-1,0,,False,4782,adulto soltero,adulto universitario
32,admin.,single,secondary,False,2146,True,False,,21.0,5.0,422,2,-1,0,,False,4783,adulto soltero,adulto no universitario
32,management,married,tertiary,False,2976,True,False,,21.0,5.0,174,1,-1,0,,False,4784,adulto casado,adulto universitario
37,admin.,divorced,secondary,False,3834,True,False,,21.0,5.0,72,1,-1,0,,False,4785,otros,adulto no universitario
36,services,married,secondary,False,393,True,True,,21.0,5.0,126,1,-1,0,,False,4786,adulto casado,adulto no universitario
32,blue-collar,married,primary,False,-457,True,True,,21.0,5.0,288,1,-1,0,,False,4787,adulto casado,adulto no universitario
34,blue-collar,divorced,secondary,False,0,False,True,,21.0,5.0,339,1,-1,0,,False,4788,otros,adulto no universitario
34,management,married,tertiary,False,363,False,False,,21.0,5.0,171,5,-1,0,,False,4789,adulto casado,adulto universitario
39,management,single,tertiary,False,4025,True,True,,21.0,5.0,162,1,-1,0,,False,4790,adulto soltero,adulto universitario
33,unemployed,married,secondary,False,438,True,True,,21.0,5.0,129,1,-1,0,,False,4792,adulto casado,adulto no universitario
35,blue-collar,married,secondary,False,592,True,False,,21.0,5.0,74,1,-1,0,,False,4794,adulto casado,adulto no universitario
38,services,married,secondary,False,-224,True,True,,21.0,5.0,222,1,-1,0,,False,4795,adulto casado,adulto no universitario
39,management,married,tertiary,False,151,True,False,,21.0,5.0,692,1,-1,0,,False,4796,adulto casado,adulto universitario
31,services,married,secondary,False,289,True,False,,21.0,5.0,262,2,-1,0,,False,4797,adulto casado,adulto no universitario
38,technician,married,secondary,False,821,True,True,,21.0,5.0,78,1,-1,0,,False,4798,adulto casado,adulto no universitario
33,services,married,secondary,False,57,True,True,,21.0,5.0,323,1,-1,0,,False,4800,adulto casado,adulto no universitario
34,blue-collar,single,secondary,False,558,True,False,,21.0,5.0,43,1,-1,0,,False,4801,adulto soltero,adulto no universitario
34,services,single,secondary,False,1701,True,False,,21.0,5.0,245,1,-1,0,,False,4802,adulto soltero,adulto no universitario
37,admin.,single,tertiary,False,-898,True,False,,21.0,5.0,482,1,-1,0,,False,4803,adulto soltero,adulto universitario
38,admin.,married,secondary,False,1073,True,False,,21.0,5.0,207,2,-1,0,,False,4804,adulto casado,adulto no universitario
34,management,divorced,tertiary,False,5754,True,False,,21.0,5.0,56,1,-1,0,,False,4805,otros,adulto universitario
34,blue-collar,married,primary,False,-167,True,False,,21.0,5.0,201,1,-1,0,,False,4806,adulto casado,adulto no universitario
39,blue-collar,married,primary,False,4146,True,True,,21.0,5.0,353,1,-1,0,,False,4807,adulto casado,adulto no universitario
35,entrepreneur,single,tertiary,False,-15,True,False,,21.0,5.0,554,3,-1,0,,False,4808,adulto soltero,adulto universitario
36,admin.,single,tertiary,False,3954,True,False,,21.0,5.0,432,1,-1,0,,False,4809,adulto soltero,adulto universitario
31,management,married,secondary,False,8629,True,False,,21.0,5.0,27,2,-1,0,,False,4810,adulto casado,adulto no universitario
30,technician,married,secondary,False,1168,True,True,,21.0,5.0,361,1,-1,0,,False,4811,adulto casado,adulto no universitario
35,admin.,married,secondary,False,498,True,False,,21.0,5.0,248,1,-1,0,,False,4812,adulto casado,adulto no universitario
35,technician,divorced,secondary,False,0,False,False,,21.0,5.0,162,1,-1,0,,False,4813,otros,adulto no universitario
31,blue-collar,single,primary,False,216,True,False,,21.0,5.0,565,1,-1,0,,True,4814,adulto soltero,adulto no universitario
38,management,single,tertiary,False,1746,True,False,,21.0,5.0,139,1,-1,0,,False,4815,adulto soltero,adulto universitario
36,technician,single,secondary,False,1053,True,False,,21.0,5.0,147,1,-1,0,,False,4816,adulto soltero,adulto no universitario
36,student,single,tertiary,False,687,True,False,,21.0,5.0,287,3,-1,0,,False,4817,adulto soltero,adulto universitario
33,blue-collar,single,secondary,False,2764,True,False,,21.0,5.0,118,1,-1,0,,False,4818,adulto soltero,adulto no universitario
34,blue-collar,married,secondary,False,1207,True,False,,21.0,5.0,905,1,-1,0,,True,4819,adulto casado,adulto no universitario
32,management,married,tertiary,False,0,True,False,,21.0,5.0,91,1,-1,0,,False,4820,adulto casado,adulto universitario
39,blue-collar,divorced,,False,528,True,False,,21.0,5.0,111,5,-1,0,,False,4821,otros,otros
33,management,married,tertiary,False,3090,True,False,,21.0,5.0,162,1,-1,0,,False,4822,adulto casado,adulto universitario
38,technician,divorced,tertiary,True,-530,True,False,,21.0,5.0,236,1,-1,0,,False,4823,otros,adulto universitario
38,technician,married,secondary,False,0,True,False,,21.0,5.0,73,1,-1,0,,False,4825,adulto casado,adulto no universitario
35,blue-collar,single,secondary,False,470,True,False,,21.0,5.0,123,1,-1,0,,False,4826,adulto soltero,adulto no universitario
39,technician,married,secondary,False,597,True,False,,21.0,5.0,298,2,-1,0,,False,4827,adulto casado,adulto no universitario
38,blue-collar,married,secondary,False,620,True,True,,21.0,5.0,420,1,-1,0,,False,4829,adulto casado,adulto no universitario
33,blue-collar,single,secondary,False,17,True,False,,21.0,5.0,288,1,-1,0,,False,4830,adulto soltero,adulto no universitario
34,services,married,secondary,False,12,False,False,,21.0,5.0,164,1,-1,0,,False,4831,adulto casado,adulto no universitario
36,services,married,secondary,False,5024,False,False,,21.0,5.0,139,1,-1,0,,False,4833,adulto casado,adulto no universitario
34,technician,single,secondary,False,1161,True,False,,21.0,5.0,192,1,-1,0,,False,4834,adulto soltero,adulto no universitario
39,technician,married,secondary,False,3528,True,False,,21.0,5.0,226,1,-1,0,,False,4835,adulto casado,adulto no universitario
32,technician,married,secondary,False,791,True,False,,21.0,5.0,783,2,-1,0,,True,4836,adulto casado,adulto no universitario
38,management,married,,False,546,True,False,,21.0,5.0,264,2,-1,0,,False,4837,adulto casado,otros
39,blue-collar,married,secondary,False,804,True,False,,21.0,5.0,166,1,-1,0,,False,4838,adulto casado,adulto no universitario
30,technician,single,secondary,False,908,True,False,,21.0,5.0,27,1,-1,0,,False,4839,adulto soltero,adulto no universitario
31,blue-collar,single,secondary,False,6982,True,False,,21.0,5.0,353,1,-1,0,,False,4840,adulto soltero,adulto no universitario
37,technician,divorced,secondary,False,1176,False,True,,21.0,5.0,282,2,-1,0,,False,4841,otros,adulto no universitario
36,admin.,married,secondary,False,0,False,False,,21.0,5.0,117,1,-1,0,,False,4842,adulto casado,adulto no universitario
34,blue-collar,married,secondary,False,528,True,False,,21.0,5.0,85,1,-1,0,,False,4843,adulto casado,adulto no universitario
37,admin.,married,,False,734,True,False,,21.0,5.0,1106,1,-1,0,,False,4844,adulto casado,otros
31,technician,single,secondary,False,109,True,False,,21.0,5.0,419,1,-1,0,,False,4845,adulto soltero,adulto no universitario
31,services,married,secondary,False,11512,True,False,,21.0,5.0,179,1,-1,0,,False,4847,adulto casado,adulto no universitario
34,services,married,secondary,False,0,True,False,,21.0,5.0,872,5,-1,0,,False,4848,adulto casado,adulto no universitario
36,services,married,secondary,False,115,False,False,,21.0,5.0,114,1,-1,0,,False,4849,adulto casado,adulto no universitario
36,management,single,tertiary,False,808,False,False,,21.0,5.0,52,1,-1,0,,False,4850,adulto soltero,adulto universitario
35,management,single,tertiary,False,-289,True,False,,21.0,5.0,490,1,-1,0,,False,4851,adulto soltero,adulto universitario
35,self-employed,married,tertiary,False,35368,True,False,,21.0,5.0,63,1,-1,0,,False,4852,adulto casado,adulto universitario
33,services,single,secondary,False,189,False,False,,21.0,5.0,27,10,-1,0,,False,4853,adulto soltero,adulto no universitario
37,entrepreneur,married,tertiary,False,1110,True,False,,21.0,5.0,189,2,-1,0,,False,4855,adulto casado,adulto universitario
32,technician,married,,False,102,True,False,,21.0,5.0,12,11,-1,0,,False,4856,adulto casado,otros
33,management,married,secondary,False,56,True,False,,21.0,5.0,255,1,-1,0,,False,4857,adulto casado,adulto no universitario
34,blue-collar,married,secondary,False,405,True,False,,21.0,5.0,103,1,-1,0,,False,4858,adulto casado,adulto no universitario
36,management,married,secondary,False,873,True,False,,21.0,5.0,210,1,-1,0,,False,4859,adulto casado,adulto no universitario
36,technician,single,secondary,False,656,False,False,,21.0,5.0,261,1,-1,0,,False,4860,adulto soltero,adulto no universitario
33,admin.,single,secondary,False,1437,True,False,,21.0,5.0,641,1,-1,0,,False,4862,adulto soltero,adulto no universitario
35,management,single,tertiary,False,6659,True,False,,21.0,5.0,83,1,-1,0,,False,4863,adulto soltero,adulto universitario
30,technician,married,tertiary,False,1126,True,False,,21.0,5.0,370,1,-1,0,,False,4864,adulto casado,adulto universitario
34,blue-collar,single,secondary,False,3773,True,False,,21.0,5.0,287,1,-1,0,,False,4865,adulto soltero,adulto no universitario
34,self-employed,single,tertiary,False,1129,True,False,,21.0,5.0,103,2,-1,0,,False,4866,adulto soltero,adulto universitario
36,management,married,tertiary,False,849,True,True,,21.0,5.0,958,2,-1,0,,True,4867,adulto casado,adulto universitario
30,services,married,secondary,False,675,True,False,,21.0,5.0,232,1,-1,0,,False,4868,adulto casado,adulto no universitario
36,admin.,single,secondary,False,98,True,False,,21.0,5.0,68,1,-1,0,,False,4869,adulto soltero,adulto no universitario
31,blue-collar,married,secondary,False,1914,True,False,,21.0,5.0,192,1,-1,0,,False,4870,adulto casado,adulto no universitario
34,services,married,secondary,False,1270,True,False,,21.0,5.0,494,3,-1,0,,False,4871,adulto casado,adulto no universitario
30,entrepreneur,married,primary,False,-98,True,False,,21.0,5.0,166,7,-1,0,,False,4872,adulto casado,adulto no universitario
33,blue-collar,married,primary,False,256,True,False,,21.0,5.0,151,2,-1,0,,False,4873,adulto casado,adulto no universitario
31,blue-collar,married,secondary,False,435,True,False,,21.0,5.0,204,1,-1,0,,False,4874,adulto casado,adulto no universitario
37,unemployed,married,primary,False,7005,True,False,,21.0,5.0,217,1,-1,0,,False,4875,adulto casado,adulto no universitario
38,services,single,primary,False,471,True,False,,21.0,5.0,180,1,-1,0,,False,4876,adulto soltero,adulto no universitario
33,blue-collar,married,secondary,False,467,True,False,,21.0,5.0,494,2,-1,0,,False,4877,adulto casado,adulto no universitario
32,blue-collar,married,primary,False,323,True,False,,21.0,5.0,530,2,-1,0,,False,4878,adulto casado,adulto no universitario
34,management,single,tertiary,False,0,True,False,,21.0,5.0,759,1,-1,0,,False,4879,adulto soltero,adulto universitario
31,management,married,tertiary,False,1343,True,True,,21.0,5.0,85,1,-1,0,,False,4880,adulto casado,adulto universitario
30,blue-collar,married,primary,False,453,True,False,,21.0,5.0,445,2,-1,0,,False,4882,adulto casado,adulto no universitario
35,entrepreneur,married,secondary,False,350,True,False,,21.0,5.0,345,1,-1,0,,False,4883,adulto casado,adulto no universitario
32,technician,married,secondary,False,2693,True,False,,21.0,5.0,16,1,-1,0,,False,4884,adulto casado,adulto no universitario
31,blue-collar,married,secondary,False,1243,True,False,,21.0,5.0,32,1,-1,0,,False,4885,adulto casado,adulto no universitario
34,technician,married,secondary,False,883,True,False,,21.0,5.0,648,1,-1,0,,False,4886,adulto casado,adulto no universitario
33,blue-collar,single,primary,False,599,True,False,,21.0,5.0,29,1,-1,0,,False,4887,adulto soltero,adulto no universitario
31,blue-collar,married,secondary,False,3176,True,False,,21.0,5.0,220,1,-1,0,,False,4888,adulto casado,adulto no universitario
33,technician,single,secondary,False,49,False,False,,21.0,5.0,151,1,-1,0,,False,4889,adulto soltero,adulto no universitario
36,blue-collar,divorced,primary,False,3202,True,False,,21.0,5.0,290,2,-1,0,,False,4890,otros,adulto no universitario
33,technician,single,secondary,False,2660,True,False,,21.0,5.0,121,1,-1,0,,False,4891,adulto soltero,adulto no universitario
35,blue-collar,married,secondary,False,-557,True,True,,21.0,5.0,249,1,-1,0,,False,4893,adulto casado,adulto no universitario
33,management,married,tertiary,False,741,False,False,,21.0,5.0,228,1,-1,0,,False,4894,adulto casado,adulto universitario
32,technician,single,secondary,False,930,True,False,,21.0,5.0,122,1,-1,0,,False,4895,adulto soltero,adulto no universitario
33,blue-collar,married,secondary,False,1624,True,True,,21.0,5.0,951,2,-1,0,,False,4897,adulto casado,adulto no universitario
30,blue-collar,single,secondary,True,239,True,False,,21.0,5.0,412,1,-1,0,,True,4898,adulto soltero,adulto no universitario
31,admin.,single,secondary,False,626,True,False,,21.0,5.0,211,1,-1,0,,False,4899,adulto soltero,adulto no universitario
37,technician,single,tertiary,False,178,True,False,,21.0,5.0,97,1,-1,0,,False,4901,adulto soltero,adulto universitario
34,admin.,married,secondary,False,1671,False,False,,21.0,5.0,160,1,-1,0,,False,4902,adulto casado,adulto no universitario
35,technician,single,tertiary,False,1362,True,False,,21.0,5.0,230,1,-1,0,,False,4904,adulto soltero,adulto universitario
31,technician,divorced,tertiary,False,2287,True,False,,21.0,5.0,97,1,-1,0,,False,4905,otros,adulto universitario
33,blue-collar,married,primary,False,141,True,False,,21.0,5.0,578,2,-1,0,,False,4906,adulto casado,adulto no universitario
31,technician,married,tertiary,False,4315,True,False,,21.0,5.0,359,1,-1,0,,False,4907,adulto casado,adulto universitario
33,technician,married,secondary,False,1630,True,False,,21.0,5.0,111,1,-1,0,,False,4909,adulto casado,adulto no universitario
35,technician,married,secondary,False,569,True,False,,21.0,5.0,487,5,-1,0,,False,4910,adulto casado,adulto no universitario
34,management,single,tertiary,False,0,True,False,,21.0,5.0,311,1,-1,0,,False,4911,adulto soltero,adulto universitario
30,blue-collar,single,primary,False,546,True,False,,21.0,5.0,396,1,-1,0,,False,4912,adulto soltero,adulto no universitario
32,technician,single,secondary,False,287,True,False,,21.0,5.0,59,8,-1,0,,False,4913,adulto soltero,adulto no universitario
37,services,married,secondary,True,-954,True,False,,21.0,5.0,111,3,-1,0,,False,4914,adulto casado,adulto no universitario
35,entrepreneur,married,tertiary,False,280,True,False,,21.0,5.0,502,1,-1,0,,False,4915,adulto casado,adulto universitario
37,technician,single,secondary,False,1211,True,False,,21.0,5.0,795,1,-1,0,,True,4917,adulto soltero,adulto no universitario
39,blue-collar,married,primary,False,774,True,False,,21.0,5.0,29,1,-1,0,,False,4919,adulto casado,adulto no universitario
33,management,married,tertiary,False,188,True,False,,21.0,5.0,136,1,-1,0,,False,4920,adulto casado,adulto universitario
34,services,single,secondary,False,1157,True,False,,21.0,5.0,103,2,-1,0,,False,4921,adulto soltero,adulto no universitario
31,blue-collar,married,secondary,False,932,True,False,,21.0,5.0,229,2,-1,0,,False,4923,adulto casado,adulto no universitario
32,blue-collar,single,primary,False,557,True,False,,21.0,5.0,112,2,-1,0,,False,4924,adulto soltero,adulto no universitario
31,management,married,tertiary,False,1260,False,True,,21.0,5.0,93,1,-1,0,,False,4925,adulto casado,adulto universitario
35,management,single,tertiary,False,1045,True,False,,21.0,5.0,61,1,-1,0,,False,4926,adulto soltero,adulto universitario
38,blue-collar,single,primary,False,350,True,False,,21.0,5.0,35,1,-1,0,,False,4927,adulto soltero,adulto no universitario
37,services,married,secondary,False,405,True,False,,21.0,5.0,51,2,-1,0,,False,4929,adulto casado,adulto no universitario
33,admin.,married,secondary,False,2228,True,False,,21.0,5.0,726,1,-1,0,,False,4932,adulto casado,adulto no universitario
31,blue-collar,single,secondary,False,58,True,False,,21.0,5.0,542,1,-1,0,,False,4933,adulto soltero,adulto no universitario
33,blue-collar,married,secondary,False,932,True,False,,21.0,5.0,226,1,-1,0,,False,4934,adulto casado,adulto no universitario
36,unemployed,married,secondary,False,-872,True,True,,21.0,5.0,153,1,-1,0,,False,4935,adulto casado,adulto no universitario
37,technician,married,secondary,False,1450,True,True,,21.0,5.0,112,1,-1,0,,False,4936,adulto casado,adulto no universitario
37,blue-collar,single,secondary,False,2032,True,False,,21.0,5.0,158,2,-1,0,,False,4937,adulto soltero,adulto no universitario
32,technician,single,tertiary,False,0,True,False,,21.0,5.0,250,2,-1,0,,False,4938,adulto soltero,adulto universitario
30,services,married,tertiary,False,1380,True,False,,21.0,5.0,294,2,-1,0,,False,4939,adulto casado,adulto universitario
37,technician,married,secondary,False,5729,True,False,,21.0,5.0,303,3,-1,0,,False,4940,adulto casado,adulto no universitario
34,technician,single,secondary,False,951,True,False,,21.0,5.0,343,1,-1,0,,False,4941,adulto soltero,adulto no universitario
36,admin.,married,secondary,False,957,True,False,,21.0,5.0,206,1,-1,0,,False,4943,adulto casado,adulto no universitario
39,retired,married,tertiary,False,855,True,False,,21.0,5.0,786,2,-1,0,,False,4944,adulto casado,adulto universitario
36,management,married,tertiary,False,502,True,False,,21.0,5.0,509,1,-1,0,,False,4945,adulto casado,adulto universitario
37,blue-collar,married,primary,False,204,True,False,,21.0,5.0,161,4,-1,0,,False,4946,adulto casado,adulto no universitario
31,admin.,married,secondary,False,8784,True,False,,21.0,5.0,63,2,-1,0,,False,4948,adulto casado,adulto no universitario
36,blue-collar,married,primary,False,599,True,False,,21.0,5.0,649,2,-1,0,,True,4949,adulto casado,adulto no universitario
31,services,married,secondary,False,525,True,True,,21.0,5.0,159,1,-1,0,,False,4950,adulto casado,adulto no universitario
34,management,single,tertiary,False,1350,True,False,,21.0,5.0,68,1,-1,0,,False,4952,adulto soltero,adulto universitario
32,technician,married,secondary,False,1830,True,False,,21.0,5.0,293,1,-1,0,,False,4953,adulto casado,adulto no universitario
31,technician,single,tertiary,False,1887,False,True,,21.0,5.0,389,1,-1,0,,False,4954,adulto soltero,adulto universitario
37,blue-collar,single,secondary,False,13156,True,False,,21.0,5.0,240,1,-1,0,,False,4955,adulto soltero,adulto no universitario
34,blue-collar,married,secondary,False,622,True,False,,21.0,5.0,145,1,-1,0,,False,4956,adulto casado,adulto no universitario
35,management,married,tertiary,False,1336,False,False,,21.0,5.0,59,2,-1,0,,False,4957,adulto casado,adulto universitario
32,blue-collar,single,secondary,False,1067,True,False,,21.0,5.0,39,2,-1,0,,False,4958,adulto soltero,adulto no universitario
35,entrepreneur,single,secondary,False,12961,True,False,,21.0,5.0,272,2,-1,0,,False,4959,adulto soltero,adulto no universitario
